code,system
771D100,readv2
771D300,readv2
J173200,readv2
J502.00,readv2
J502200,readv2
J502z00,readv2
15594.0,med
17831.0,med
23573.0,med
3403.0,med
4385.0,med
50797.0,med
54395.0,med
J502.11,readv2
J502100,readv2
20698.0,med
2265.0,med
32765.0,med
44951.0,med
K56.2,icd10
H17.2,opcs4
H17.4,opcs4
